EntryID,NameID,Timestamp,WhatGenreOfMusicMostAccuratelyDescribesThisArtistProject,ReleaseDate,StreamsLast28Days,ListenersLast28Days,SavesLast28Days,PlaylistAddsLast28Days,StreamsLast7Days,ListenersLast7Days,SavesLast7Days,PlaylistAddsLast7Days,StreamsAllTime,RadioStreamsLast28Days,DiscoverWeeklyStreamsLast28Days,ReleaseRadarStreamsLast28Days,RadioStreamsLast7Days,DiscoverWeeklyStreamsLast7Days,ReleaseRadarStreamsLast7Days,CurrentSpotifyFollowers,PopularityIndex,WhatIsTheDominantWayThisArtistHasPromotedThisSong,ReleaseConsistency,HowManySongsDoYouHaveInRadioRightNow,HowManySongsHasThisArtistEverReleased,AreYouIndependentOrSignedToALabel,IsThisSongOptedIntoSpotifyDiscoveryMode,ReleaseConsistencyNum,DaysSinceRelease,WeeksSinceRelease,NewRelease,PI_Category,PI_Category_2,ListenersStreamRatio28Days,ListenersStreamRatio7Days,AlgoStreams28Days,AlgoStreams7Days,NonAlgoStreams28Days,NonAlgoStreams7Days,ListenersStreamRatio28Days_adj,ListenersStreamRatio7Days_adj,SavesLast28Days_adj,PlaylistAddsLast28Days_adj,ReleasePhaseEarly
EID103,NID103,2025-03-22T13:14:43.120Z,Rock,2024-09-03T00:00:00Z,22,6,3.0,3.0,5.0,2,0.0,0.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,632,0,Facebook / Meta Ads,3-4 weeks,10.0,200,Independent,,3.5,200,29,no,0-5,0-5,3.66666666666667,2.5,0.0,0.0,22.0,5.0,3.66666666666667,2.5,3.0,3.0,False
EID104,NID104,2025-03-22T13:16:38.631Z,Rock,2024-09-03T00:00:00Z,60,10,3.0,2.0,18.0,5,0.0,0.0,406.0,3.0,0.0,0.0,0.0,0.0,0.0,632,2,Facebook / Meta Ads,3-4 weeks,10.0,200,Independent,,3.5,200,29,no,0-5,0-5,6.0,3.6,3.0,0.0,57.0,18.0,7.41,3.6,2.91,1.92,False
EID105,NID105,2025-03-22T13:19:21.984Z,Jazz / Blues,2024-06-14T00:00:00Z,13,12,0.0,3.0,2.0,2,0.0,0.0,4667.0,7.0,0.0,0.0,0.0,0.0,0.0,632,0,Social Media,3-4 weeks,10.0,200,Independent,,3.5,281,41,no,0-5,0-5,1.08333333333333,1.0,7.0,0.0,6.0,2.0,1.0,1.0,-0.2,2.82,False
EID106,NID106,2025-03-22T13:22:06.409Z,Americana / Folk,2024-12-12T00:00:00Z,44,10,2.0,4.0,17.0,6,0.0,1.0,861.0,0.0,0.0,0.0,0.0,0.0,0.0,632,2,Social Media,3-4 weeks,10.0,200,Independent,,3.5,100,15,no,0-5,0-5,4.4,2.83333333333333,0.0,0.0,44.0,17.0,4.4,2.83333333333333,2.0,4.0,False
EID107,NID107,2025-03-22T13:25:03.413Z,Americana / Folk,2021-08-08T00:00:00Z,2127,1217,25.0,97.0,551.0,362,7.0,28.0,49217.0,353.0,0.0,0.0,80.0,0.0,0.0,632,18,No promotion,3-4 weeks,10.0,200,Independent,,3.5,1322,189,no,17-19,16-20,1.74774034511093,1.52209944751381,353.0,80.0,1774.0,471.0,1.87633227564885,1.56758832565284,14.88,87.85,False
EID108,NID108,2025-03-22T13:43:12.559Z,Hip-Hop,2025-03-13T00:00:00Z,2736,1030,297.0,156.0,2490.0,945,275.0,139.0,2736.0,426.0,0.0,143.0,426.0,0.0,91.0,3116,19,Facebook / Meta Ads,5-6 weeks,10.0,25,Independent,,5.5,9,2,yes,17-19,16-20,2.65631067961165,2.63492063492064,569.0,517.0,2167.0,1973.0,3.65857142857143,3.6049191848208,280.69,141.25,True
EID109,NID109,2025-03-22T13:49:16.836Z,Hip-Hop,2024-11-14T00:00:00Z,20273,7098,2423.0,1721.0,6225.0,3332,425.0,352.0,48852.0,306.0,2932.0,0.0,73.0,2377.0,0.0,3116,33,Social Media,5-6 weeks,10.0,25,Independent,,5.5,128,19,no,33-35,31-40,2.85615666384897,1.86824729891957,3238.0,2450.0,17035.0,3775.0,3.69744882625973,2.60815263605442,2330.17,1637.07,False
EID110,NID110,2025-03-22T13:52:29.853Z,Hip-Hop,2024-09-26T00:00:00Z,13909,6861,350.0,680.0,3570.0,2130,85.0,159.0,84073.0,4727.0,1457.0,0.0,1170.0,426.0,0.0,3116,30,Facebook / Meta Ads,5-6 weeks,10.0,25,Independent,,5.5,177,26,no,30-32,26-30,2.02725550211339,1.67605633802817,6184.0,1596.0,7725.0,1974.0,3.67144371732534,2.18772378516624,172.71,519.7,False
EID111,NID111,2025-03-22T13:53:47.171Z,Metal,2019-11-11T00:00:00Z,25096,11819,468.0,995.0,6457.0,4055,106.0,256.0,2534904.0,1277.0,2071.0,0.0,379.0,583.0,0.0,28650,35,Social Media,Over 12 weeks,10.0,141,Independent,,14.0,1958,280,no,33-35,31-40,2.12336069041374,1.59235511713933,3348.0,962.0,21748.0,5495.0,2.35275907695124,1.65761689291101,372.02,908.22,False
EID112,NID112,2025-03-22T13:54:55.590Z,R&B,2024-08-01T00:00:00Z,4160,2822,58.0,69.0,1088.0,853,15.0,14.0,60943.0,2065.0,0.0,0.0,583.0,0.0,0.0,3116,22,Facebook / Meta Ads,5-6 weeks,10.0,25,Independent,,5.5,233,34,no,22-25,21-25,1.47413182140326,1.27549824150059,2065.0,583.0,2095.0,505.0,1.69836617610377,1.24833618558661,-1.2,15.47,False
EID113,NID113,2025-03-22T13:58:11.793999Z,Americana / Folk,2024-05-02T00:00:00Z,3607,2361,51.0,62.0,621.0,474,6.0,10.0,143483.0,1663.0,0.0,0.0,225.0,0.0,0.0,3116,21,Facebook / Meta Ads,5-6 weeks,10.0,25,Independent,,5.5,324,47,no,20-21,21-25,1.52774248199915,1.31012658227848,1663.0,225.0,1944.0,396.0,1.79705610467183,1.3159509202454,3.32,18.89,False
EID114,NID114,2025-03-22T14:00:22.410Z,Metal,2024-06-12T00:00:00Z,639,341,14.0,54.0,186.0,111,9.0,17.0,21429.0,35.0,0.0,0.0,0.0,0.0,0.0,28650,3,Social Media,Over 12 weeks,10.0,141,Independent,,14.0,283,41,no,0-5,0-5,1.87390029325513,1.67567567567568,35.0,0.0,604.0,186.0,1.92309576291942,1.67567567567568,13.0,53.09,False
EID115,NID115,2025-03-22T14:01:24.473Z,R&B,2022-05-31T00:00:00Z,2247,1206,144.0,51.0,1064.0,607,91.0,23.0,18544.0,927.0,0.0,0.0,428.0,0.0,0.0,3116,15,No promotion,5-6 weeks,10.0,25,Independent,,5.5,1026,147,no,14-16,11-15,1.86318407960199,1.75288303130148,927.0,428.0,1320.0,636.0,2.67790262172285,2.2896704513985,117.42,26.97,False
EID116,NID116,2025-03-22T14:03:41.929Z,R&B,2023-11-24T00:00:00Z,2172,1104,34.0,61.0,437.0,341,5.0,17.0,96384.0,283.0,0.0,0.0,69.0,0.0,0.0,3116,12,Facebook / Meta Ads,5-6 weeks,10.0,25,Independent,,5.5,484,70,no,11-13,11-15,1.96739130434783,1.28152492668622,283.0,69.0,1889.0,368.0,2.13131400798472,1.27811915575741,25.89,53.66,False
EID117,NID117,2025-03-22T14:06:45.153Z,Hip-Hop,2023-01-31T00:00:00Z,1308,419,124.0,45.0,814.0,280,101.0,26.0,39464.0,11.0,0.0,0.0,0.0,0.0,0.0,3116,7,Facebook / Meta Ads,5-6 weeks,10.0,25,Independent,,5.5,781,112,no,6-10,6-10,3.12171837708831,2.90714285714286,11.0,0.0,1297.0,814.0,3.15926550496534,2.90714285714286,123.68,44.71,False
EID118,NID118,2025-03-22T14:10:03.860Z,Ambient / Relaxing / Meditation / World / New Age,2022-12-22T00:00:00Z,109,63,4.0,1.0,18.0,16,1.0,0.0,4826.0,4.0,0.0,0.0,3.0,0.0,0.0,3116,3,No promotion,5-6 weeks,10.0,25,Independent,,5.5,821,118,no,0-5,0-5,1.73015873015873,1.125,4.0,3.0,105.0,15.0,1.75224646983312,1.09550561797753,3.89,0.9,False
EID119,NID119,2025-03-22T14:12:12.562999Z,Pop,2024-01-26T00:00:00Z,779,322,29.0,19.0,188.0,102,4.0,4.0,20145.0,91.0,0.0,0.0,18.0,0.0,0.0,3116,11,Facebook / Meta Ads,5-6 weeks,10.0,25,Independent,,5.5,421,61,no,11-13,11-15,2.41925465838509,1.84313725490196,91.0,18.0,688.0,170.0,2.73015873015873,1.92844677137871,26.39,16.64,False
EID120,NID120,2025-03-22T14:26:35.454Z,Rock,2024-11-28T00:00:00Z,26292,8161,1090.0,510.0,6298.0,2922,240.0,119.0,123776.0,3816.0,263.0,0.0,853.0,75.0,0.0,4368,36,Facebook / Meta Ads,7-8 weeks,10.0,14,Independent,,7.5,114,17,no,36-40,31-40,3.22166401176326,2.15537303216975,4079.0,928.0,22213.0,5370.0,4.42198673874095,2.43189577091897,973.06,404.27,False
EID121,NID121,2025-03-22T15:43:02Z,,2025-02-21T00:00:00Z,49836,32083,2667.0,1131.0,12656.0,9187,436.0,186.0,50483.0,3736.0,137.0,14057.0,296.0,14.0,4920.0,2502,38,Facebook / Meta Ads,7-8 weeks,5.0,5,Independent,,7.5,29,5,yes,36-40,31-40,1.5533460087897,1.37759878088603,17930.0,5230.0,31906.0,7426.0,1.74438449148159,1.43805395420893,2152.96,666.23,True
EID122,NID122,2025-03-22T16:02:04.783Z,Pop,2025-02-28T00:00:00Z,427,263,55.0,52.0,270.0,188,16.0,20.0,427.0,10.0,0.0,226.0,7.0,0.0,165.0,14,7,Facebook / Meta Ads,1-2 weeks,3.0,5,Independent,,1.5,22,4,yes,6-10,6-10,1.62357414448669,1.43617021276596,236.0,172.0,191.0,98.0,2.34466477809254,1.75966850828729,48.23,45.88,True
EID123,NID123,2025-03-22T17:02:28.942Z,Pop,2025-01-31T00:00:00Z,1667,428,125.0,57.0,363.0,174,31.0,11.0,3393.0,75.0,0.0,4.0,22.0,0.0,0.0,228,16,Facebook / Meta Ads,5-6 weeks,7.0,13,Independent,,5.5,50,8,no,14-16,16-20,3.89485981308411,2.08620689655172,79.0,22.0,1588.0,341.0,4.32425638877252,2.17091087169442,122.74,54.95,False
EID124,NID124,2025-03-22T17:06:21.:00Z,Pop,2024-12-06T00:00:00Z,2821,1296,149.0,56.0,305.0,207,1.0,8.0,16976.0,134.0,0.0,0.0,21.0,0.0,0.0,228,15,No promotion,5-6 weeks,7.0,13,Independent,,5.5,106,16,no,14-16,11-15,2.1766975308642,1.47342995169082,134.0,21.0,2687.0,284.0,2.25245034820738,1.48810963321241,145.16,52.53,False
EID125,NID125,2025-03-22T17:41:38.065Z,R&B,2025-03-14T00:00:00Z,2953,2057,139.0,144.0,2662.0,1882,105.0,115.0,2953.0,863.0,0.0,274.0,863.0,0.0,181.0,3475,20,SubmitHub / Groover / Playlist Push,5-6 weeks,10.0,51,Independent,,5.5,8,2,yes,20-21,16-20,1.43558580456976,1.4144527098831,1137.0,1044.0,1816.0,1618.0,1.53587925313903,1.49964351917867,106.4,114.53,True
EID126,NID126,2025-03-22T17:45:16.576Z,Pop,2024-06-21T00:00:00Z,9000,4889,380.0,258.0,1985.0,1382,70.0,72.0,78361.0,3037.0,289.0,0.0,568.0,32.0,0.0,2847,27,Facebook / Meta Ads,Over 12 weeks,10.0,49,Independent,,14.0,274,40,no,26-29,26-30,1.84086725301698,1.43632416787265,3326.0,600.0,5674.0,1385.0,2.4346304914678,1.5046799264583,284.65,171.79,False
EID127,NID127,2025-03-22T17:45:21.917Z,R&B,2021-02-12T00:00:00Z,11791,7014,265.0,610.0,2930.0,2181,60.0,155.0,758448.0,511.0,0.0,0.0,168.0,0.0,0.0,3475,30,SubmitHub / Groover / Playlist Push,5-6 weeks,1.0,51,Independent,,5.5,1499,215,no,30-32,26-30,1.68106643855147,1.34342044933517,511.0,168.0,11280.0,2762.0,1.70368993400874,1.34615528811907,250.35,596.75,False
EID128,NID128,2025-03-22T17:49:32.987Z,R&B,2024-03-29T00:00:00Z,9389,4791,250.0,385.0,2765.0,1673,66.0,131.0,66049.0,734.0,1788.0,0.0,199.0,560.0,0.0,3475,28,SubmitHub / Groover / Playlist Push,5-6 weeks,10.0,51,Independent,,5.5,358,52,no,26-29,26-30,1.9597161344187,1.65271966527197,2522.0,759.0,6867.0,2006.0,2.40862855138548,1.8417967370577,177.7,319.63,False
EID129,NID129,2025-03-22T17:56:34.655Z,Pop,2024-09-13T00:00:00Z,1173,786,26.0,17.0,276.0,208,8.0,3.0,8588.0,652.0,0.0,0.0,131.0,0.0,0.0,2847,14,Facebook / Meta Ads,Over 12 weeks,10.0,49,Independent,,14.0,190,28,no,14-16,11-15,1.49236641221374,1.32692307692308,652.0,131.0,521.0,145.0,1.83153055705787,1.35222381635581,7.31,0.1,False
EID130,NID130,2025-03-22T18:05:33.725Z,Pop,2021-07-23T00:00:00Z,450,272,13.0,14.0,126.0,96,2.0,2.0,40043.0,53.0,0.0,0.0,15.0,0.0,0.0,2847,9,Facebook / Meta Ads,Over 12 weeks,10.0,49,Independent,,14.0,1338,192,no,6-10,6-10,1.65441176470588,1.3125,53.0,15.0,397.0,111.0,1.7168995342648,1.31420765027322,11.48,12.63,False
EID131,NID131,2025-03-22T18:22:16.987Z,EDM / Electronic,2024-05-10T00:00:00Z,2238,1316,37.0,72.0,495.0,386,10.0,22.0,87042.0,613.0,0.0,0.0,126.0,0.0,0.0,228,19,3rd Party Playlisting,Over 12 weeks,4.0,15,Independent,,14.0,316,46,no,17-19,16-20,1.70060790273556,1.28238341968912,613.0,126.0,1625.0,369.0,1.92430315175806,1.27647684938797,19.43,56.11,False
EID132,NID132,2025-03-22T18:25:13.164Z,EDM / Electronic,2024-09-27T00:00:00Z,418,250,9.0,17.0,103.0,82,0.0,3.0,35347.0,6.0,0.0,0.0,0.0,0.0,0.0,228,9,3rd Party Playlisting,Over 12 weeks,4.0,15,Independent,,14.0,176,26,no,6-10,6-10,1.672,1.25609756097561,6.0,0.0,412.0,103.0,1.67899686520376,1.25609756097561,8.83,16.84,False
EID133,NID133,2025-03-22T18:27:46.311Z,EDM / Electronic,2024-06-28T00:00:00Z,532,354,6.0,12.0,98.0,80,1.0,4.0,28805.0,184.0,0.0,0.0,20.0,0.0,0.0,228,10,3rd Party Playlisting,Over 12 weeks,4.0,15,Independent,,14.0,267,39,no,6-10,6-10,1.50282485875706,1.225,184.0,20.0,348.0,78.0,1.63794351918899,1.20714285714286,0.72,7.23,False
EID134,NID134,2025-03-22T18:30:19.536Z,EDM / Electronic,2024-06-12T00:00:00Z,126,62,1.0,13.0,33.0,24,0.0,6.0,26556.0,0.0,0.0,0.0,0.0,0.0,0.0,228,4,3rd Party Playlisting,Over 12 weeks,4.0,15,Independent,,14.0,283,41,no,0-5,0-5,2.03225806451613,1.375,0.0,0.0,126.0,33.0,2.03225806451613,1.375,1.0,13.0,False
EID135,NID135,2025-03-22T18:33:09.888Z,EDM / Electronic,2024-10-18T00:00:00Z,94,48,4.0,6.0,11.0,7,2.0,1.0,4432.0,19.0,0.0,0.0,0.0,0.0,0.0,228,3,3rd Party Playlisting,Over 12 weeks,4.0,15,Independent,,14.0,155,23,no,0-5,0-5,1.95833333333333,1.57142857142857,19.0,0.0,75.0,11.0,2.24654377880184,1.57142857142857,3.46,5.51,False
EID136,NID136,2025-03-22T18:45:52.038Z,Hip-Hop,2025-02-28T00:00:00Z,10200,4424,215.0,137.0,1311.0,850,14.0,15.0,10200.0,3299.0,5.0,2707.0,598.0,4.0,36.0,950,27,Facebook / Meta Ads,3-4 weeks,10.0,45,Independent,,3.5,22,4,yes,26-29,26-30,2.30560578661845,1.54235294117647,6011.0,638.0,4189.0,673.0,1.0,1.87344753747323,42.67,-18.81,True
EID137,NID137,2025-03-22T19:03:13.075Z,Rock,2025-02-14T00:00:00Z,56,19,2.0,5.0,13.0,6,0.0,2.0,84.0,7.0,0.0,0.0,0.0,0.0,0.0,19,0,Social Media,9-10 weeks,1.0,1,Independent,,9.5,36,6,no,0-5,0-5,2.94736842105263,2.16666666666667,7.0,0.0,49.0,13.0,3.59887005649717,2.16666666666667,1.8,4.82,False
EID138,NID138,2025-03-22T19:22:24.917Z,EDM / Electronic,2025-01-03T00:00:00Z,62055,27375,1282.0,1220.0,15957.0,9285,277.0,293.0,150065.0,24048.0,8652.0,0.0,7349.0,864.0,0.0,3560,41,Facebook / Meta Ads,3-4 weeks,10.0,32,Independent,,3.5,78,12,no,41-45,41-100,2.26684931506849,1.71857835218094,32700.0,8213.0,29355.0,7744.0,13.2161038961039,2.609773169151,344.51,372.38,False
EID139,NID139,2025-03-22T19:33:59.306Z,Jazz / Blues,2025-03-13T00:00:00Z,1289,936,206.0,44.0,943.0,733,,25.0,1289.0,336.0,0.0,649.0,334.0,0.0,417.0,2533,15,Facebook / Meta Ads,1-2 weeks,10.0,963,Independent,,1.5,9,2,yes,14-16,11-15,1.37713675213675,1.28649386084584,985.0,751.0,304.0,192.0,1.70491803278688,1.23625557206538,177.76,18.47,True
EID140,NID140,2025-03-22T20:42:02.177Z,Metal,2025-02-11T00:00:00Z,36599,13438,3310.0,2755.0,5019.0,2502,189.0,266.0,45037.0,658.0,2698.0,4876.0,90.0,329.0,0.0,7018,36,Facebook / Meta Ads,Over 12 weeks,5.0,5,Independent,,14.0,39,6,no,36-40,31-40,2.72354517041226,2.00599520383693,8232.0,419.0,28367.0,4600.0,3.99215147119319,2.11038961038961,3073.99,2541.62,False
EID141,NID141,2025-03-22T21:27:53.668Z,Rock,2025-02-14T00:00:00Z,11608,2813,1003.0,859.0,2041.0,866,89.0,78.0,13262.0,489.0,33.0,1041.0,138.0,31.0,32.0,3036,28,Other,5-6 weeks,10.0,163,Independent,,5.5,36,6,no,26-29,26-30,4.1265552790615,2.3568129330254,1563.0,201.0,10045.0,1840.0,6.23644873203114,2.58650519031142,958.19,818.49,False
EID142,NID142,2025-03-23T09:12:09.056Z,Ambient / Relaxing / Meditation / World / New Age,2025-01-03T00:00:00Z,3802,1951,2.0,75.0,770.0,494,0.0,16.0,29329.0,,0.0,0.0,0.0,0.0,0.0,36,24,SubmitHub / Groover / Playlist Push,3-4 weeks,10.0,16,Independent,,3.5,79,12,no,22-25,21-25,1.94874423372629,1.5587044534413,,0.0,,770.0,,1.5587044534413,,,False
EID143,NID143,2025-03-23T09:16:00.273Z,EDM / Electronic,2025-01-30T00:00:00Z,6502,2503,,,1244.0,795,13.0,17.0,13833.0,350.0,0.0,89.0,89.0,0.0,0.0,609,25,Facebook / Meta Ads,Over 12 weeks,8.0,9,Independent,,14.0,52,8,no,22-25,21-25,2.5976827806632,1.56477987421384,439.0,89.0,6063.0,1155.0,2.80006394543323,1.58973001588142,,,False
EID144,NID144,2025-03-23T09:35:12.610Z,Rock,2025-02-28T00:00:00Z,2057,1583,53.0,193.0,513.0,415,13.0,39.0,2057.0,790.0,0.0,168.0,203.0,0.0,16.0,97,17,3rd Party Playlisting,5-6 weeks,3.0,3,Independent,,5.5,23,4,yes,17-19,16-20,1.29943145925458,1.23614457831325,958.0,219.0,1099.0,294.0,1.29893626693336,1.19251170046802,25.53,168.17,True
EID145,NID145,2025-03-23T11:47:29.760999Z,EDM / Electronic,2024-08-16T00:00:00Z,13423,7029,209.0,255.0,3023.0,2147,36.0,48.0,109015.0,5584.0,1246.0,0.0,1324.0,156.0,0.0,2140,31,Facebook / Meta Ads,7-8 weeks,10.0,91,Independent,,7.5,219,32,no,30-32,31-40,1.90965998008252,1.40801117838845,6830.0,1480.0,6593.0,1543.0,3.71404428651904,1.52993669437877,13.19,77.96,False
EID146,NID146,2025-03-23T11:53:00.848Z,EDM / Electronic,2025-02-07T00:00:00Z,7197,2855,144.0,211.0,1095.0,647,16.0,29.0,16942.0,2132.0,35.0,58.0,294.0,11.0,0.0,2140,26,Facebook / Meta Ads,7-8 weeks,10.0,91,Independent,,7.5,44,7,no,26-29,26-30,2.52084063047285,1.69242658423493,2225.0,305.0,4972.0,790.0,4.34820047090481,1.915687371759,80.21,153.33,False
EID147,NID147,2025-03-23T11:56:28.864Z,EDM / Electronic,2023-03-02T00:00:00Z,4822,2749,36.0,132.0,1086.0,821,4.0,27.0,425960.0,1612.0,24.0,0.0,333.0,0.0,0.0,2140,25,Facebook / Meta Ads,7-8 weeks,10.0,91,Independent,,7.5,752,108,no,22-25,21-25,1.75409239723536,1.32277710109622,1636.0,333.0,3186.0,753.0,2.1374825824431,1.33310635979845,-10.9,89.59,False
EID148,NID148,2025-03-23T12:00:24.197Z,EDM / Electronic,2023-06-08T00:00:00Z,4176,2233,55.0,71.0,902.0,605,9.0,13.0,63965.0,2066.0,0.0,0.0,421.0,0.0,0.0,2140,22,Facebook / Meta Ads,7-8 weeks,10.0,91,Independent,,7.5,654,94,no,22-25,21-25,1.87012987012987,1.49090909090909,2066.0,421.0,2110.0,481.0,3.27757199187478,1.71080711354309,-4.23,17.45,False
EID149,NID149,2025-03-23T14:50:40.009Z,EDM / Electronic,2020-03-03T00:00:00Z,5621,2474,53.0,188.0,1511.0,904,11.0,52.0,122947.0,788.0,0.0,0.0,209.0,0.0,0.0,829,25,No promotion,3-4 weeks,10.0,63,Independent,,3.5,1846,264,no,22-25,21-25,2.27202910266774,1.67146017699115,788.0,209.0,4833.0,1302.0,2.58747220163084,1.75181121920927,30.41,167.57,False
EID150,NID150,2025-03-23T14:54:28.038Z,EDM / Electronic,2022-01-16T00:00:00Z,9916,1615,99.0,189.0,2610.0,708,20.0,53.0,41778.0,633.0,0.0,0.0,208.0,0.0,0.0,829,28,No promotion,3-4 weeks,10.0,63,Independent,,3.5,1162,167,no,26-29,26-30,6.13993808049536,3.6864406779661,633.0,208.0,9283.0,2402.0,8.2290487555404,4.38321167883212,80.85,172.59,False
EID151,NID151,2025-03-23T14:56:56.473Z,EDM / Electronic,2025-01-31T00:00:00Z,1474,471,22.0,46.0,361.0,150,8.0,0.0,4480.0,137.0,0.0,11.0,21.0,0.0,0.0,829,16,No promotion,3-4 weeks,10.0,63,Independent,,3.5,51,8,no,14-16,16-20,3.12951167728238,2.40666666666667,148.0,21.0,1326.0,340.0,3.71268576351497,2.54022988505747,17.76,42.16,False
EID152,NID152,2025-03-23T14:59:38.250Z,EDM / Electronic,2024-01-19T00:00:00Z,4981,739,20.0,77.0,1398.0,320,4.0,28.0,20615.0,369.0,0.0,0.0,138.0,0.0,0.0,829,24,No promotion,3-4 weeks,10.0,63,Independent,,3.5,429,62,no,22-25,21-25,6.74018944519621,4.36875,369.0,138.0,4612.0,1260.0,10.1328375866148,5.89208633093525,9.42,67.44,False
EID153,NID153,2025-03-23T15:03:04.321Z,EDM / Electronic,2025-02-21T00:00:00Z,1658,854,35.0,34.0,394.0,225,4.0,7.0,1797.0,787.0,0.0,257.0,199.0,0.0,14.0,829,15,No promotion,3-4 weeks,10.0,63,Independent,,3.5,30,5,no,14-16,11-15,1.94145199063232,1.75111111111111,1044.0,213.0,614.0,181.0,12.0574018126888,2.95974842767296,5.07,6.94,True
EID154,NID154,2025-03-23T19:59:44.520Z,Pop,2024-07-31T00:00:00Z,816,299,20.0,9.0,162.0,83,0.0,1.0,12431.0,133.0,0.0,0.0,24.0,0.0,0.0,304,12,Facebook / Meta Ads,5-6 weeks,2.0,14,Independent,,5.5,235,34,no,11-13,11-15,2.72909698996656,1.95180722891566,133.0,24.0,683.0,138.0,3.47242862729761,2.13825983313468,16.19,5.55,False
EID155,NID155,2025-03-23T20:04:06.989Z,Pop,2025-02-26T00:00:00Z,2832,1370,160.0,59.0,692.0,521,4.0,2.0,2833.0,1031.0,0.0,8.0,388.0,0.0,4.0,304,17,Facebook / Meta Ads,5-6 weeks,2.0,14,Independent,,5.5,25,4,yes,17-19,16-20,2.06715328467153,1.32821497120921,1039.0,392.0,1793.0,300.0,3.14137466307278,1.36698212407992,130.21,32.07,True
EID156,NID156,2025-03-23T20:54:17.911Z,Pop,2023-10-13T00:00:00Z,90418,32857,1436.0,1757.0,18650.0,12325,365.0,435.0,1300431.0,25439.0,890.0,0.0,5961.0,80.0,0.0,1551,45,Facebook / Meta Ads,Over 12 weeks,5.0,6,Independent,,14.0,527,76,no,41-45,41-100,2.75186413853973,1.5131845841785,26329.0,6041.0,64089.0,12609.0,5.08484537781277,1.64220808495717,681.17,1074.52,False
EID157,NID157,2025-03-23T20:58:32.136Z,Pop,2023-06-16T00:00:00Z,18090,7082,394.0,457.0,4815.0,2482,95.0,114.0,297313.0,5412.0,123.0,0.0,1392.0,13.0,0.0,1551,33,Facebook / Meta Ads,Over 12 weeks,5.0,6,Independent,,14.0,646,93,no,33-35,31-40,2.55436317424456,1.93996776792909,5535.0,1405.0,12555.0,3410.0,4.44533718269964,2.43357487922705,235.32,313.53,False
EID158,NID158,2025-03-23T21:13:52.969Z,Pop,2025-03-12T00:00:00Z,1142,618,81.0,44.0,894.0,543,33.0,19.0,1142.0,408.0,0.0,205.0,401.0,0.0,141.0,1147,14,Facebook / Meta Ads,Over 12 weeks,10.0,25,Independent,,14.0,11,2,yes,14-16,11-15,1.84789644012945,1.64640883977901,613.0,542.0,529.0,352.0,3.61186974789916,2.79194630872483,63.43,28.11,True
EID159,NID159,2025-03-24T01:56:38.452Z,Christian / Gospel,2024-08-13T00:00:00Z,1483,630,20.0,36.0,377.0,258,5.0,5.0,25606.0,19.0,0.0,0.0,0.0,0.0,0.0,811,16,Facebook / Meta Ads,Over 12 weeks,10.0,69,Independent,No,14.0,223,32,no,14-16,16-20,2.35396825396825,1.46124031007752,19.0,0.0,1464.0,377.0,2.379,1.46124031007752,19.46,35.51,False
EID160,NID160,2025-03-24T02:13:57.564Z,Christian / Gospel,2025-01-21T00:00:00Z,875,600,18.0,154.0,199.0,162,3.0,30.0,2794.0,11.0,0.0,0.0,0.0,0.0,0.0,811,13,Facebook / Meta Ads,Over 12 weeks,10.0,69,Independent,No,14.0,62,9,no,11-13,11-15,1.45833333333333,1.2283950617284,11.0,0.0,864.0,199.0,1.46059817945384,1.2283950617284,17.68,153.71,False
EID161,NID161,2025-03-24T05:18:10.465Z,Hip-Hop,2025-01-31T00:00:00Z,10963,2641,703.0,424.0,2892.0,1193,146.0,61.0,19880.0,311.0,11.0,14.0,70.0,0.0,0.0,260,29,Facebook / Meta Ads,5-6 weeks,6.0,7,Independent,No,5.5,52,8,no,26-29,26-30,4.15107913669065,2.42414082145851,336.0,70.0,10627.0,2822.0,4.46036870822975,2.47727733135256,693.37,415.29,False
EID162,NID162,2025-03-24T05:21:33.504Z,Hip-Hop,2024-09-13T00:00:00Z,4186,1638,223.0,65.0,1054.0,569,61.0,18.0,53279.0,163.0,0.0,0.0,36.0,0.0,0.0,260,20,Facebook / Meta Ads,5-6 weeks,6.0,7,Independent,No,5.5,192,28,no,20-21,16-20,2.55555555555556,1.85237258347979,163.0,36.0,4023.0,1018.0,2.65963181448332,1.88063095068921,218.33,60.77,False
EID163,NID163,2025-03-24T05:24:11.023Z,Hip-Hop,2024-11-08T00:00:00Z,1373,426,179.0,69.0,325.0,151,48.0,16.0,6747.0,86.0,0.0,0.0,26.0,0.0,0.0,260,9,Facebook / Meta Ads,5-6 weeks,6.0,7,Independent,No,5.5,136,20,no,6-10,6-10,3.22300469483568,2.1523178807947,86.0,26.0,1287.0,299.0,3.5765284309534,2.2824427480916,176.53,66.77,False
EID164,NID164,2025-03-24T05:27:07.692Z,Hip-Hop,2024-07-19T00:00:00Z,5882,2056,299.0,151.0,1555.0,767,81.0,26.0,68719.0,499.0,0.0,0.0,115.0,0.0,0.0,260,23,Facebook / Meta Ads,5-6 weeks,6.0,7,Independent,No,5.5,248,36,no,22-25,21-25,2.86089494163424,2.02737940026076,499.0,115.0,5383.0,1440.0,3.21920139847272,2.12220836639837,284.69,138.07,False
